DC,ZONE,TENANT,L3OUT,EEPG,CC_NAME,CC_STATE,CC_STATUS
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-TRUSTED,CT-LVFI-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-VRF-MAS-PRDAPP-TRUSTED-GLB,CT-LVFI-HST-MAS-OCP0101-INGRESS-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-HST-AZ1,EEPG-VRF-MAS-PRDAPP-TRUSTED-HST,CT-LVFI-HST-MAS-OCP0101-INGRESS-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-WATSON01-EGRESS,CT-INF-GETS-WATSON01-INTRA-EGRESS,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-HPCEPH01-CEPHAC,CT-INF-GETS-HPCEPH01-INTRA-CEPHAC,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-HPCEPH01-CEPHRP,CT-INF-GETS-HPCEPH01-INTRA-CEPHRP,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-OCP0103-INGRESS,CT-LVOE-INF-GETS-OCP0103-INGRESS-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-HST-MAS-OCP0101-INGRESS,CT-LVFI-HST-MAS-OCP0101-INGRESS-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-HST-MAS-OCP0101-MNGSRV,CT-LVFI-HST-MAS-OCP0101-MNGSRV-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-HST-MAS-OCP0101-NS1,CT-LVFI-HST-MAS-OCP0101-NS1-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-HST-MAS-OCP0101-INGRESS,CT-LVFI-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-HST-MAS-OCP0101-MNGSRV,CT-LVFI-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-HST-MAS-OCP0101-NS1,CT-LVFI-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ1,EEPG-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1,CT-LVFI-INF-GETS-OSP1-PLTMGT-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1,CT-LVMI-OCP0101-NODE-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-INF-GETS-OSP1-PLTMGT,CT-LVMI-OCP0101-NODE-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-UAT-RNR-OSP01APP1-APP,CT-LVFI-UAT-RNR-GEN-VIP1-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-INF-GETS-OSP1-PLTMGT,CT-LVMI-OCP0102-NODE-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-UAT-RNR-OCP0102-MNGSRV,CT-LVFI-UAT-RNR-OCP0102-MNGSRV-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-UAT-RNR-GEN-VIP1,CT-LVFI-UAT-RNR-OSP01APP1-APP-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ1,CT-LVMI-OCP0102-NODE-ANY,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ2,EEPG-UNTRUSTED,CT-INF-GETS-OSP1-INTRA-PLTMGT,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ2,EEPG-UNTRUSTED,CT-LVOE-INF-GETS-WATSON01-EGRESS-ANY,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ2,EEPG-TRUSTED,CT-LVOE-INF-GETS-WATSON01-EGRESS-ANY,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ2,EEPG-INF-GETS-OSP1-PLTMGT,CT-LVFE-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ2,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ2,EEPG-TRUSTED,CT-LVFI-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ2,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ2,EEPG-VRF-MAS-PRDAPP-TRUSTED-GLB,CT-LVFI-HST-MAS-OCP0101-INGRESS-ANY,formed,install
DC01,DC01-AZ2,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-HST-AZ2,EEPG-VRF-MAS-PRDAPP-TRUSTED-HST,CT-LVFI-HST-MAS-OCP0101-INGRESS-ANY,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ2,EEPG-INF-GETS-HPCEPH01-CEPHAC,CT-INF-GETS-HPCEPH01-INTRA-CEPHAC,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ2,EEPG-INF-GETS-OCP0104-INGRESS,CT-LVFI-INF-GETS-HPCEPH01-CEPHAC-ANY,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ2,EEPG-INF-GETS-OCP0104-MNGSRV,CT-LVFI-INF-GETS-HPCEPH01-CEPHAC-ANY,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ2,EEPG-INF-GETS-OCP0104-NS1,CT-LVFI-INF-GETS-HPCEPH01-CEPHAC-ANY,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ2,EEPG-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1,CT-LVFI-INF-GETS-OSP1-PLTMGT,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ2,EEPG-INF-GETS-OSP1-PLTMGT,CT-LVMI-OCP0104-NODE-ANY,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ2,EEPG-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1,CT-LVFI-INF-GETS-OSP1-PLTMGT,formed,install
DC01,DC01-AZ2,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ2,EEPG-INF-GETS-OCP0104-MNGSRV,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ2,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ2,EEPG-INF-GETS-OCP0104-NS1,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ2,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ2,EEPG-INF-GETS-OCP0104-INGRESS,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ2,EEPG-INF-GETS-HPCEPH01-CEPHRP,CT-INF-GETS-HPCEPH01-INTRA-CEPHRP,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ2,EEPG-INF-GETS-WATSON01-EGRESS,CT-INF-GETS-WATSON01-INTRA-EGRESS,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ2,EEPG-INF-GETS-OCP0103-INGRESS,CT-LVOE-INF-GETS-OCP0103-INGRESS-ANY,formed,install
DC01,DC01-AZ2,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ2,EEPG-HST-MAS-OCP0101-INGRESS,CT-LVFI-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ2,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ2,EEPG-HST-MAS-OCP0101-MNGSRV,CT-LVFI-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ2,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ2,EEPG-HST-MAS-OCP0101-NS1,CT-LVFI-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ2,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ2,EEPG-HST-MAS-OCP0101-INGRESS,CT-LVMI-OCP0101-NODE-ANY,formed,install
DC01,DC01-AZ2,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ2,EEPG-HST-MAS-OCP0101-MNGSRV,CT-LVMI-OCP0101-NODE-ANY,formed,install
DC01,DC01-AZ2,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ2,EEPG-HST-MAS-OCP0101-NS1,CT-LVMI-OCP0101-NODE-ANY,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ2,EEPG-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1,CT-LVFI-INF-GETS-OSP1-PLTMGT-ANY,formed,install
DC01,DC01-AZ2,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ2,EEPG-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1,CT-LVMI-OCP0101-NODE-ANY,formed,install
DC01,DC01-AZ2,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ2,EEPG-INF-GETS-OSP1-PLTMGT,CT-LVMI-OCP0101-NODE-ANY,formed,install
DC01,DC01-AZ2,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ2,EEPG-INF-GETS-OSP1-PLTMGT,CT-LVMI-OCP0102-NODE-ANY,formed,install
DC01,DC01-AZ2,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ2,EEPG-UAT-RNR-OCP0102-MNGSRV,CT-LVMI-OCP0102-NODE-ANY,formed,install
DC01,DC01-AZ2,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ2,EEPG-UAT-RNR-GEN-VIP1,CT-LVFI-UAT-RNR-OSP01APP1-APP-ANY,formed,install
DC01,DC01-AZ2,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ2,EEPG-TRUSTED-CORE-GLB,CT-LVFI-UAT-RNR-GEN-VIP1-ANY,formed,install
DC01,DC01-AZ2,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ2,EEPG-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ2,CT-LVMI-OCP0102-NODE-ANY,formed,install
DC01,DC01-AZ2,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ2,EEPG-UAT-RNR-OCP0102-INGRESS,CT-LVMI-OCP0102-NODE-ANY,formed,install
DC01,DC01-AZ2,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ2,EEPG-UAT-RNR-OSP01APP1-APP,CT-LVFI-UAT-RNR-OSP01APP1-APP-ANY,formed,install
DC01,DC01-AZ2,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ2,EEPG-UAT-RNR-OCP0102-NS1,CT-LVFI-UAT-RNR-OCP0102-NS1-ANY,formed,install
DC01,DC01-AZ2,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-HST-AZ2,EEPG-TRUSTED-CORE-HST,CT-LVFI-UAT-RNR-GEN-VIP1-ANY,formed,install
DC01,DC01-AZ2,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ2,EEPG-UAT-RNR-OCP0102-MNGSRV,CT-LVFI-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ2,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ2,EEPG-UAT-RNR-OCP0102-INGRESS,CT-LVFI-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ2,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ2,EEPG-UAT-RNR-OCP0102-NS1,CT-LVFI-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ2,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ2,EEPG-UAT-RNR-OSP01APP1-APP,CT-LVFI-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ2,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ2,EEPG-UAT-RNR-GEN-VIP1,CT-LVFI-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ3,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ3,EEPG-TRUSTED,CT-LVMI-OCP0104-NODE-ANY,formed,install
DC01,DC01-AZ3,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ3,EEPG-INF-GETS-OSP1-PLTMGT,CT-LVFE-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ3,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ3,EEPG-TRUSTED,CT-LVFI-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ3,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ3,EEPG-VRF-MAS-PRDAPP-TRUSTED-GLB,CT-LVFI-HST-MAS-OCP0101-INGRESS-ANY,formed,install
DC01,DC01-AZ3,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-HST-AZ3,EEPG-VRF-MAS-PRDAPP-TRUSTED-HST,CT-LVFI-HST-MAS-OCP0101-INGRESS-ANY,formed,install
DC01,DC01-AZ3,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ3,EEPG-INF-GETS-HPCEPH01-CEPHAC,CT-INF-GETS-HPCEPH01-INTRA-CEPHAC,formed,install
DC01,DC01-AZ3,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ3,EEPG-INF-GETS-OCP0104-INGRESS,CT-LVMI-OCP0104-NODE-ANY,formed,install
DC01,DC01-AZ3,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ3,EEPG-INF-GETS-OCP0104-MNGSRV,CT-LVMI-OCP0104-NODE-ANY,formed,install
DC01,DC01-AZ3,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ3,EEPG-INF-GETS-OCP0104-NS1,CT-LVMI-OCP0104-NODE-ANY,formed,install
DC01,DC01-AZ3,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ3,EEPG-INF-GETS-OCP0104-INGRESS,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ3,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ3,EEPG-INF-GETS-OCP0104-MNGSRV,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ3,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ3,EEPG-INF-GETS-OCP0104-NS1,CT-LVFI-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ3,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ3,EEPG-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1,CT-LVMI-OCP0104-NODE-ANY,formed,install
DC01,DC01-AZ3,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ3,EEPG-INF-GETS-OSP1-PLTMGT,CT-LVMI-OCP0104-NODE-ANY,formed,install
DC01,DC01-AZ3,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ3,EEPG-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1,CT-LVFI-INF-GETS-OSP1-PLTMGT,formed,install
DC01,DC01-AZ3,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ3,EEPG-INF-GETS-HPCEPH01-CEPHRP,CT-INF-GETS-HPCEPH01-INTRA-CEPHRP,formed,install
DC01,DC01-AZ3,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ3,EEPG-INF-GETS-WATSON01-EGRESS,CT-INF-GETS-WATSON01-INTRA-EGRESS,formed,install
DC01,DC01-AZ3,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ3,EEPG-INF-GETS-OCP0103-INGRESS,CT-LVOE-INF-GETS-OCP0103-INGRESS-ANY,formed,install
DC01,DC01-AZ3,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ3,EEPG-HST-MAS-OCP0101-INGRESS,CT-LVFI-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ3,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ3,EEPG-HST-MAS-OCP0101-MNGSRV,CT-LVFI-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ3,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ3,EEPG-HST-MAS-OCP0101-NS1,CT-LVFI-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ3,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ3,EEPG-HST-MAS-OCP0101-INGRESS,CT-LVFI-HST-MAS-OCP0101-INGRESS-ANY,formed,install
DC01,DC01-AZ3,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ3,EEPG-HST-MAS-OCP0101-MNGSRV,CT-LVFI-HST-MAS-OCP0101-MNGSRV-ANY,formed,install
DC01,DC01-AZ3,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ3,EEPG-HST-MAS-OCP0101-NS1,CT-LVFI-HST-MAS-OCP0101-NS1-ANY,formed,install
DC01,DC01-AZ3,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ3,EEPG-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1,CT-LVFI-INF-GETS-OSP1-PLTMGT-ANY,formed,install
DC01,DC01-AZ3,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ3,EEPG-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1,CT-LVMI-OCP0101-NODE-ANY,formed,install
DC01,DC01-AZ3,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ3,EEPG-INF-GETS-OSP1-PLTMGT,CT-LVMI-OCP0101-NODE-ANY,formed,install
DC01,DC01-AZ3,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ3,EEPG-INF-GETS-OSP1-PLTMGT,CT-LVMI-OCP0102-NODE-ANY,formed,install
DC01,DC01-AZ3,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ3,EEPG-UAT-RNR-OCP0102-NS1,CT-LVFI-UAT-RNR-OCP0102-NS1-ANY,formed,install
DC01,DC01-AZ3,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ3,EEPG-UAT-RNR-OSP01APP1-APP,CT-LVFI-UAT-RNR-OSP01APP1-APP-ANY,formed,install
DC01,DC01-AZ3,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ3,EEPG-UAT-RNR-OCP0102-INGRESS,CT-LVMI-OCP0102-NODE-ANY,formed,install
DC01,DC01-AZ3,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ3,EEPG-UAT-RNR-OCP0102-MNGSRV,CT-LVMI-OCP0102-NODE-ANY,formed,install
DC01,DC01-AZ3,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ3,EEPG-SERVICES-CORE-GLB,CT-LVFE-SERVICES-CORE-GLB-ANY,formed,install
DC01,DC01-AZ3,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ3,EEPG-UAT-RNR-GEN-VIP1,CT-LVFI-UAT-RNR-OSP01APP1-APP-ANY,formed,install
DC01,DC01-AZ3,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ3,EEPG-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ3,CT-LVMI-OCP0102-NODE-ANY,formed,install
DC01,DC01-AZ3,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ3,EEPG-UNTRUSTED-CORE-GLB,CT-LVFE-UNTRUSTED-CORE-GLB-ANY,formed,install
DC01,DC01-AZ3,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-HST-AZ3,EEPG-SERVICES-CORE-HST,CT-LVFE-SERVICES-CORE-HST-ANY,formed,install
DC01,DC01-AZ3,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-HST-AZ3,EEPG-TRUSTED-CORE-HST,CT-LVFI-UAT-RNR-GEN-VIP1-ANY,formed,install
DC01,DC01-AZ3,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ3,EEPG-UAT-RNR-OCP0102-MNGSRV,CT-LVFI-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ3,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ3,EEPG-UAT-RNR-OCP0102-INGRESS,CT-LVFI-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ3,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ3,EEPG-UAT-RNR-OCP0102-NS1,CT-LVFI-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ3,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ3,EEPG-UAT-RNR-OSP01APP1-APP,CT-LVFI-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ3,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ3,EEPG-UAT-RNR-GEN-VIP1,CT-LVFI-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ1-ANY,formed,install
