DC,ZONE,TENANT,L3OUT,EEPG,PC_NAME,PC_STATE,PC_STATUS
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVIS-AZ3,EEPG-TRUSTED,CT-INF-GETS-OSP1-INTRA-CEPHRP,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVIS-AZ3,EEPG-TRUSTED,CT-INF-GETS-OSP1-INTRA-TENANT,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVIS-AZ3,EEPG-TRUSTED,CT-INF-GETS-OSP1-EXT-TO-PROVSN,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVIS-AZ3,EEPG-TRUSTED,CT-INF-GETS-OSP1-INTRA-INTAPI,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVIS-AZ3,EEPG-TRUSTED,CT-INF-GETS-OSP1-EXT-TO-PLTMGT,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVIS-AZ3,EEPG-TRUSTED,CT-INF-GETS-OSP1-INTRA-CEPHAC,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVIS-AZ3,EEPG-TRUSTED,CT-INF-GETS-OSP1-EXT-TO-BAREMT,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVIS-AZ3,EEPG-UNTRUSTED,CT-GETS-DEVIS-TO-UNTRUSTED,formed,install
CDL,CDL-AZ3,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ3,EEPG-UNTRUSTED,CT-OSP1-DEVCTL-TO-UNTRUSTED,formed,install
CDL,CDL-AZ3,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ3,EEPG-TRUSTED,CT-OSP1-DEVCTL-TO-TRUSTED,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ3,EEPG-INF-GETS-HPETEST1FUSION-CTLPLN,CT-LVFE-INF-GETS-HPETEST1FUSION-CTLPLN,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ3,EEPG-INF-GETS-HAPTEST1DEVSVC-VIP,CT-LVFE-INF-GETS-HAPTEST1DEVSVC-VIP-ANY,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ3,EEPG-INF-GETS-HAPTEST1DEVSVC-VIP,CT-LVFE-INF-GETS-HAPTEST1DEVSVC-VIP,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ3,EEPG-INF-GETS-HAPTEST1DEVSVC-APP,CT-LVFE-INF-GETS-HAPTEST1DEVSVC-APP,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVSS-AZ3,EEPG-UNTRUSTED,CT-LVFE-UNTRUSTED-ANY,formed,install
CDL,CDL-AZ3,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ3,EEPG-DFIT-RNR-GEN-VIP1,CT-LVFE-DFIT-RNR-GEN-VIP1-ANY,formed,install
CDL,CDL-AZ3,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ3,EEPG-DFIT-RNR-OCP0104-INGRESS,CT-LVMI-OCP0104-NODE-ANY,formed,install
CDL,CDL-AZ3,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ3,EEPG-DFIT-RNR-OCP0104-INGRESS,CT-LVFE-DFIT-RNR-OCP0104-INGRESS-ANY,formed,install
CDL,CDL-AZ3,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ3,EEPG-DFIT-RNR-OCP0104-MNGSRV,CT-LVMI-OCP0104-NODE-ANY,formed,install
CDL,CDL-AZ3,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ3,EEPG-DFIT-RNR-OCP0104-MNGSRV,CT-LVFE-DFIT-RNR-OCP0104-MNGSRV-ANY,formed,install
CDL,CDL-AZ3,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ3,EEPG-DFIT-RNR-OCP0104-NS1,CT-LVMI-OCP0104-NODE-ANY,formed,install
CDL,CDL-AZ3,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ3,EEPG-DFIT-RNR-OCP0104-NS1,CT-LVFE-DFIT-RNR-OCP0104-NS1-ANY,formed,install
CDL,CDL-AZ3,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ3,EEPG-DFIT-RNR-OST01APP1-APP,CT-LVFE-DFIT-RNR-OST01APP1-APP-ANY,formed,install
CDL,CDL-AZ3,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ3,EEPG-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1,CT-LVME-OCP0104-NODE-ANY,formed,install
CDL,CDL-AZ3,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ3,EEPG-INF-INF-GETS-OSP1-PLTMGT,CT-LVME-OCP0104-NODE-ANY,formed,install
CDL,CDL-AZ3,TN-RNR-DEVAPP,L3OUT-RNR-DEVAPP-AZ3,EEPG-TRUSTED-CORE-GLB,CT-LVFE-TRUSTED-CORE-GLB-ANY,formed,install
CDL,CDL-AZ3,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ3,EEPG-DFIT-RNR-OCP0104-INGRESS,CT-LVFE-DFIT-RNR-OCP0104-INGRESS-ANY,formed,install
CDL,CDL-AZ3,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ3,EEPG-DFIT-RNR-OCP0104-NS1,CT-LVFE-DFIT-RNR-OCP0104-NS1-ANY,formed,install
CDL,CDL-AZ3,TN-OSP1-DEVCTL,L3OUT-OSP1-DEVCTL-AZ3,EEPG-DFIT-RNR-OCP0104-MNGSRV,CT-LVFE-DFIT-RNR-OCP0104-MNGSRV-ANY,formed,install
CDL,CDL-AZ3,TN-GETS-DEVSVC,L3OUT-GETS-DEVIS-AZ3,EEPG-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1,CT-LVFE-OSP1-OCP0104-CTLPLN-STRETCH-AZ1,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-UAT-RNR-OCP0102-NS1,CT-LVFE-UAT-RNR-OCP0102-NS1-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-UAT-RNR-OCP0102-NS1,CT-LVME-OCP0102-NODE-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-UAT-RNR-OCP0102-INGRESS,CT-LVFE-UAT-RNR-OCP0102-INGRESS-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-UAT-RNR-OCP0102-INGRESS,CT-LVME-OCP0102-NODE-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-TRUSTED-CORE-GLB,CT-LVFE-TRUSTED-CORE-GLB-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-UNTRUSTED-CORE-GLB,CT-LVFE-UNTRUSTED-CORE-GLB-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-HST-AZ1,EEPG-UNTRUSTED-CORE-HST,CT-LVFE-UNTRUSTED-CORE-HST-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-HST-AZ1,EEPG-TRUSTED-CORE-HST,CT-LVFE-TRUSTED-CORE-HST-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-HST-AZ1,EEPG-SERVICES-CORE-HST,CT-LVFE-SERVICES-CORE-HST-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-UAT-RNR-OCP0102-MNGSRV,CT-LVFE-UAT-RNR-OCP0102-MNGSRV-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-UAT-RNR-OCP0102-INGRESS,CT-LVFE-UAT-RNR-OCP0102-INGRESS-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-UAT-RNR-OCP0102-NS1,CT-LVFE-UAT-RNR-OCP0102-NS1-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-UAT-RNR-OSP01APP1-APP,CT-LVFE-UAT-RNR-OSP01APP1-APP-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-UAT-RNR-GEN-VIP1,CT-LVFE-UAT-RNR-GEN-VIP1-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ1,EEPG-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ1,CT-LVFE-OSP1-OCP0102-CTLPLN-STRETCH-AZ1,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-OCP0104-INGRESS,CT-LVME-OCP0104-NODE-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-OCP0104-INGRESS,CT-LVFE-INF-GETS-OCP0104-INGRESS-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-OCP0104-MNGSRV,CT-LVME-OCP0104-NODE-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-OCP0104-MNGSRV,CT-LVFE-INF-GETS-OCP0104-MNGSRV-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-OCP0104-NS1,CT-LVME-OCP0104-NODE-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-OCP0104-NS1,CT-LVFE-INF-GETS-OCP0104-NS1-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-INF-GETS-OCP0104-INGRESS,CT-LVFE-INF-GETS-OCP0104-INGRESS-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-INF-GETS-OCP0104-MNGSRV,CT-LVFE-INF-GETS-OCP0104-MNGSRV-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-INF-GETS-OCP0104-NS1,CT-LVFE-INF-GETS-OCP0104-NS1-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1,CT-LVFE-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1,CT-LVME-OCP0104-NODE-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-OSP1-PLTMGT,CT-LVME-OCP0104-NODE-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ1,EEPG-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1,CT-LVFE-INF-OSP1-OCP0104-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ1,EEPG-INF-GETS-OSP1-PLTMGT,CT-INF-GETS-OSP1-INTRA-PLTMGT,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ1,EEPG-UNTRUSTED,CT-GETS-PRDIS-TO-UNTRUSTED,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ1,EEPG-TRUSTED,CT-INF-GETS-WATSON01-INTRA-EGRESS,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ1,EEPG-TRUSTED,CT-INF-GETS-HPCEPH01-INTRA-CEPHAC,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ1,EEPG-TRUSTED,CT-INF-GETS-OCP0103-INTRA-INGRESS,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ1,EEPG-TRUSTED,CT-INF-GETS-OSP1-EXT-TO-PLTMGT,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-UNTRUSTED,CT-GETS-PRDSS-TO-UNTRUSTED,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-TRUSTED,CT-INF-GETS-HPCEPH01-INTRA-CEPHRP,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-TRUSTED,CT-INF-GETS-HPCEPH01-INTRA-CEPHAC,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-TRUSTED,CT-INF-GETS-WATSON01-INTRA-EGRESS,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-UNTRUSTED,CT-OSP1-PRDCTL-TO-UNTRUSTED,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-TRUSTED,CT-OSP1-PRDCTL-TO-TRUSTED,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-VRF-MAS-PRDAPP-UNTRUSTED-GLB,CT-MAS-PRDAPP-TO-UNTRUSTED-GLB,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-VRF-MAS-PRDAPP-SERVICES-GLB,CT-MAS-PRDAPP-TO-SERVICES-GLB,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-VRF-MAS-PRDAPP-TRUSTED-GLB,CT-MAS-PRDAPP-TO-TRUSTED-GLB,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-HST-AZ1,EEPG-VRF-MAS-PRDAPP-UNTRUSTED-HST,CT-MAS-PRDAPP-TO-UNTRUSTED-HST,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-HST-AZ1,EEPG-VRF-MAS-PRDAPP-TRUSTED-HST,CT-MAS-PRDAPP-TO-TRUSTED-HST,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-WATSON01-EGRESS,CT-LVOE-INF-GETS-WATSON01-EGRESS-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-WATSON01-EGRESS,CT-INF-GETS-WATSON01-INTRA-EGRESS,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-HPCEPH01-CEPHAC,CT-LVOE-GETS-HPCEPH01-CEPHAC-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-HPCEPH01-CEPHAC,CT-INF-GETS-WATSON01-EGRESS-TO-INF-GETS-HPCEPH01-INTRA-CEPHAC,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-HPCEPH01-CEPHAC,CT-INF-GETS-HPCEPH01-INTRA-CEPHAC,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-HPCEPH01-CEPHRP,CT-INF-GETS-WATSON01-EGRESS-TO-INF-GETS-HPCEPH01-INTRA-CEPHAC,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-HPCEPH01-CEPHRP,CT-INF-GETS-HPCEPH01-INTRA-CEPHRP,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDSS-AZ1,EEPG-INF-GETS-OCP0103-INGRESS,CT-LVOE-INF-GETS-OCP0103-INGRESS-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-HST-MAS-OCP0101-INGRESS,CT-LVME-OCP0101-NODE-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-HST-MAS-OCP0101-INGRESS,CT-LVFE-HST-MAS-OCP0101-INGRESS-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-HST-MAS-OCP0101-MNGSRV,CT-LVME-OCP0101-NODE-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-HST-MAS-OCP0101-MNGSRV,CT-LVFE-HST-MAS-OCP0101-MNGSRV-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-HST-MAS-OCP0101-NS1,CT-LVME-OCP0101-NODE-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-HST-MAS-OCP0101-NS1,CT-LVFE-HST-MAS-OCP0101-NS1-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-HST-MAS-OCP0101-INGRESS,CT-LVFE-HST-MAS-OCP0101-INGRESS-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-HST-MAS-OCP0101-MNGSRV,CT-LVFE-HST-MAS-OCP0101-MNGSRV-ANY,formed,install
DC01,DC01-AZ1,TN-OSP1-PRDCTL,L3OUT-OSP1-PRDCTL-AZ1,EEPG-HST-MAS-OCP0101-NS1,CT-LVFE-HST-MAS-OCP0101-NS1-ANY,formed,install
DC01,DC01-AZ1,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ1,EEPG-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1,CT-LVFE-OSP1-OCP0101-CTLPLN-STRETCH-AZ1-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-INF-OSP1-OCP0101-CTLPLN-STRETCH-AZ1,CT-LVME-OCP0101-NODE-ANY,formed,install
DC01,DC01-AZ1,TN-MAS-PRDAPP,L3OUT-MAS-PRDAPP-CORE-GLB-AZ1,EEPG-INF-GETS-OSP1-PLTMGT,CT-LVME-OCP0101-NODE-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-UAT-RNR-OSP01APP1-APP,CT-LVFE-UAT-RNR-OSP01APP1-APP-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-INF-GETS-OSP1-PLTMGT,CT-LVME-OCP0102-NODE-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-UAT-RNR-OCP0102-MNGSRV,CT-LVFE-UAT-RNR-OCP0102-MNGSRV-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-UAT-RNR-OCP0102-MNGSRV,CT-LVME-OCP0102-NODE-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-SERVICES-CORE-GLB,CT-LVFE-SERVICES-CORE-GLB-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-UAT-RNR-GEN-VIP1,CT-LVFE-UAT-RNR-GEN-VIP1-ANY,formed,install
DC01,DC01-AZ1,TN-RNR-PRDAPP,L3OUT-RNR-PRDAPP-CORE-GLB-AZ1,EEPG-INF-OSP1-OCP0102-CTLPLN-STRETCH-AZ1,CT-LVME-OCP0102-NODE-ANY,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ2,EEPG-TRUSTED,CT-INF-GETS-WATSON01-INTRA-EGRESS,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ2,EEPG-TRUSTED,CT-INF-GETS-HPCEPH01-INTRA-CEPHAC,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ2,EEPG-TRUSTED,CT-INF-GETS-OSP1-EXT-TO-BAREMT,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ2,EEPG-TRUSTED,CT-INF-GETS-OSP1-EXT-TO-PROVSN,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ2,EEPG-TRUSTED,CT-INF-GETS-OCP0103-INTRA-INGRESS,formed,install
DC01,DC01-AZ2,TN-GETS-PRDSVC,L3OUT-GETS-PRDIS-AZ2,EEPG-TRUSTED,CT-INF-GETS-OSP1-EXT-TO-PLTMGT,formed,install
